작성자,댓글,화수,날짜,좋아요 수,연관 댓글 수
PHANTAMINUM,"진우:얌전히 따라왓!!!
용제:꺄앗,왜 이러지 마세요!!!ㅠㅜ",나 혼자만 레벨업 240화,17.10.28,8,1
남궁,카카오페이지에서 주인공의 패배와 정신적 성장을 바랬던 내가 잘못했구나.,나 혼자만 레벨업 29화,17.10.28,8,1
HALO,왜 포탈에서 나오는 마력이 성진우의 것이라곤 생각을 안 하지?,나 혼자만 레벨업 161화,17.10.27,8,댓글 달기
S&V♡,진우 아버지는 언제 나오실지.. 궁금하네요,나 혼자만 레벨업 150화,17.10.25,8,댓글 달기
왕의딸로태어났다고합니다,진격의거인 찍네 ㅋㅋㅋㅋㅋㅋ,나 혼자만 레벨업 166화,17.10.24,8,댓글 달기
을지부루,여기 독자들은 작가님을 왤케 괴롭히냐 ㅋㅋㅋㅋ,나 혼자만 레벨업 87화,17.10.24,8,댓글 달기
꿈꾸는아저씨!!!,차혜인과 우과장이 들어가기전 진우가 룰루랄라 하면서 나오는건 아니겠지^^,나 혼자만 레벨업 89화,17.10.23,8,2
꿈꾸는아저씨!!!,"뭔 심보일까.
꼭 아군이 당하여 목숨이 왔다갔다할때 도와주네 그게 당연하다듯이.
그러면 더 멋있나?",나 혼자만 레벨업 88화,17.10.23,8,댓글 달기
꿈꾸는아저씨!!!,"진우야 참아라.
남의 던전에서 먹튀는 곤란해....ㅎㅎ",나 혼자만 레벨업 82화,17.10.21,8,댓글 달기
ㅎㅅ,죽어서도 눈을 감지 못한다는 뜻은 제 2의 아이언이 된다는 소리겠죠,나 혼자만 레벨업 74화,17.10.17,8,2
러뷰어1기,크흠....나만카페베네 라고읽은건가..,나 혼자만 레벨업 25화,17.10.16,8,2
냐앙,"와~ 안상민 이사람보소~ 대인배일세~허허~ㅎㅎㅎ
나같으면 약올라서 이미 넘어감~ 대애박 ㅎㅎ",나 혼자만 레벨업 45화,17.10.13,8,댓글 달기
PHANTAMINUM,순간 bl물로 착각 할 만한 대사들이 튀어나왔다!!,나 혼자만 레벨업 198화,17.10.10,8,댓글 달기
하늘치,생각해보니 상태이상면역이 얼마나 개사기 스킬인지 생각났네... 와우에서도 그런거 개사기중의 개사기였는데,나 혼자만 레벨업 107화(수정),17.10.10,8,댓글 달기
담담,아니 미친거 아니냐고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,나 혼자만 레벨업 외전 6화,17.10.09,8,댓글 달기
붉디붉은피,음... 성진우도 이해는 되는데 모든사람을 살릴수는 없잖아요  그래도 저 회장님은 도와주셨음 하는 마음..,나 혼자만 레벨업 168화,17.10.09,8,2
겨울미꾸라지,이름이 성 수호 로군요 다음작은 성을 지키는 내용인가요? ㅋㅋㅋㅋㅋ,나 혼자만 레벨업 외전 21화(완결),17.10.08,8,댓글 달기
Jeong,정말 페이지에서 완결낸 작품중에 제일 맘에들고 끝까지 제대로된 완결인 소설이었습니다 완결 내주신 작가님 고생하셨습니다 다음 작품에서도 뵙도록 하지요ㅎ,나 혼자만 레벨업 외전 21화(완결),17.10.08,8,댓글 달기
Redbell,진우: 아이스...엘프?? 이것들이 진짜 귀찮게..,나 혼자만 레벨업 200화,17.10.08,8,댓글 달기
유지니,"아 진짜 작가님 이렇게 재밌게 쓰시면 어떡해요ㅠㅠ 저같은 돈 없는 학생들에게 이렇게 보고싶어도 못보는 고통을 주시다니ㅠㅠ 진짜 작가님 주소 알아내서 묶어놓고 ""연""한""참""치 하고 군만두하고 물만 먹여서 옆에서 계속 글쓰게 하고싶어여!!!! 그래서여 제가 하고싶은 말은요!!!








작가는 모시러 가실분?",나 혼자만 레벨업 61화,17.10.06,8,2
PROT,"범인 검거율이 압도적일 수밖에 없네...
살인 현장에 가면 일어나라 명령 한 마디로
피해자의 입을 통해 직접 가해자를 알아내고
증거 수집이나 범인 추적은 그림자가 다 해주고.",나 혼자만 레벨업 외전 19화,17.10.02,8,댓글 달기
오천,"추공이.. 누워 있다. 자는 듯 하다..
나는 다가간다.
일어나라..
일어나지 않는다.
내가 말한다.
자는 척 하지마라.
.. 응답이 없다.
나는 조용히 군만두 한 다스를 꺼내 든다.
그중 하나에 후추.소금.설탕. 등 잡다한 조미료를 뿌린 뒤 추공의 코앞에 가져다 댄다.
..그래도 반응이 없다.
그러자 나는 추공의 입애 그것을 찔러 넣는다.
..일어나라",나 혼자만 레벨업 외전 19화,17.10.02,8,1
기다리고있음,오 완전히 새로운 스토리같아요 담번엔 이런 형사물도 넘 멋있을거같아요 ㅜㅜㅜㅜ연휴에 밤까먹아면서 업뎃된거 보니 완전 행복해,나 혼자만 레벨업 외전 19화,17.10.02,8,댓글 달기
보디,"괴물은 괴물에게
소설은 작가님에
배댓은 200캐시님에게",나 혼자만 레벨업 122화,17.10.02,8,댓글 달기
보디,"지배자의 손길 겁나 편하겠다.
리모콘이나 휴대폰 집으러 가기 귀찮을 때 '지배자의 손길!'이라고 외치면 끝이니까.",나 혼자만 레벨업 55화,17.10.01,8,댓글 달기
이하운,ㅋㅋㅋㅋㅋㅋㅋ 베르 미리 머리 박은거 저만 웃긴가욬ㅋㅋㅋ,나 혼자만 레벨업 외전 8화,17.10.01,8,1
Jj,아맞다 그림자 호위 세명이 일단 진아는 지켜줄듯ㅋ,나 혼자만 레벨업 138화,17.09.30,8,댓글 달기
순한우유,진격의 거인,나 혼자만 레벨업 155화,17.09.30,8,1
John,음...나만 그런가..헌ㅌx헌ㅌ 스멜이...?,나 혼자만 레벨업 115화,17.09.29,8,댓글 달기
메리야,"다음 작품은,
지구에서 가족들 수명 다하면,
그림자 군주로서, 차원들을 돌아다니면서, 각각의 차원 주민으로 위장해서 활동하면서,
각각의 차원 세계를 유지해 나가는 주인공의 역할을 보고 싶기도 하군요.",나 혼자만 레벨업 외전 1화,17.09.28,8,댓글 달기
PHANTAMINUM,"고건희:""안 도와 줄 겁니다""
미국:""이하동문""",나 혼자만 레벨업 168화,17.09.26,8,댓글 달기
연참,전편 소장하신분들 손!,나 혼자만 레벨업 외전 18화,17.09.26,8,댓글 달기
양반,헛물켜던 유수현..?이었던가의 아버지가 기사를 본 반응이 궁금한뎈ㅋㅋㅋ,나 혼자만 레벨업 213화,17.09.22,8,댓글 달기
🫥,이 상황에서 연애질이 말이 됩니까!????? 평생 솔로로 살았으면,나 혼자만 레벨업 213화,17.09.21,8,댓글 달기
꼬북꼬부기,이런 소설은 왜케 다 설정이 똑같지 가난한 돈벌레에 우연히 먼치킨에 성격 개차반 오빠좋아하는 여동생 거기다 이능력자 판치는 세상에 깝치는 일반인들,나 혼자만 레벨업 25화,17.09.19,8,3
므훗!,진우말야 음... 국가권력급 5명도 범접할수없는 사람아닌가?,나 혼자만 레벨업 106화,17.09.17,8,댓글 달기
기매엵,"S급넘으면이건가?
S++++++++++급",나 혼자만 레벨업 95화,17.09.16,8,댓글 달기
쁘띠,"황동수 빠이~~
죽음을 재촉하는구만...
꼬리치는 드레곤   아쉽네요",나 혼자만 레벨업 188화,17.09.16,8,댓글 달기
케일교럽티카에어리수플레노을일몽,바보들. 그걸 왜 건드려? 건드리니까 깨졌지.쯧쯧쯧,나 혼자만 레벨업 138화,17.09.15,8,댓글 달기
B.P,아저씨도 붙여♂드릴까요?,나 혼자만 레벨업 29화,17.09.12,8,댓글 달기
굼벵이,"밤? 한숨도? 피곤? 집에들어가니4시?
..이건..... 
열정이대단한과외선생님이군",나 혼자만 레벨업 65화,17.09.11,8,댓글 달기
굼벵이,아놔 재밋네 잠을못자겠어,나 혼자만 레벨업 57화,17.09.11,8,1
닉네임펜,"진우는 진호가 우는 모습에 마음이 흔들렸다.
첫사랑이었다.",나 혼자만 레벨업 180화,17.09.10,8,댓글 달기
•_•,정말 진우 팬덤의 일상 그대로다,나 혼자만 레벨업 외전 13화,17.09.08,8,댓글 달기
키키노,"시즌2 시작인가요~~~아자자 외전말고 시즌2  가요,,,,소장권 지르고 후회안하는 첫번째 작품입니다,,,멋져요",나 혼자만 레벨업 외전 12화,17.09.06,8,댓글 달기
방구석독자,"아 진짜 계속 외전마저 끝날 거 같은 불안감에 숨도 못 쉬고 ㄷ덜더ㄹㄷ거리며 봤는데ㅠㅠ
작가님 이걸로 2부가죠 네??(아무말 대잔치",나 혼자만 레벨업 외전 12화,17.09.06,8,댓글 달기
자갈돌,본편인줄 ㅋㅋ 내용도 그렇고 분량도 그렇고 추공님 bb,나 혼자만 레벨업 외전 12화,17.09.06,8,댓글 달기
..,이건 이미 외전의영역을 넘어서 본편의 수준이군..ㄷㄷ..추공작가의 클래스는 영원하다,나 혼자만 레벨업 외전 12화,17.09.06,8,댓글 달기
깨방이,헌터x헌터 개미왕 등장!,나 혼자만 레벨업 116화,17.09.05,8,댓글 달기
J.,기철이 할때마다 '검× 고무신'이 자꾸 생각나네...,나 혼자만 레벨업 42화,17.09.03,8,1
Duran,"약 100화만의 승급, E→S(실력은 그 이상)",나 혼자만 레벨업 95화,17.09.03,8,댓글 달기
월계수7,"아니.. 이 소설 뭐죠??
주인공 게임 캐릭터인가요???",나 혼자만 레벨업 7화,17.08.31,8,댓글 달기
호묘,"이 소설은 기자들이 대단해..
축복받은 특종의 군주인가",나 혼자만 레벨업 192화,17.08.28,8,댓글 달기
ཾཾ,"그림자군주:일어나라!

마수들: 어서~ 일어~나~
       (알람노래 때창을하며..)",나 혼자만 레벨업 159화,17.08.21,8,댓글 달기
카오스,"작가님 8시간 기무로 하루에 세편씩 봐서 벌써 연재라인에 접어들고 있는데요..
이러다가 저도 캐시 지르고 연참하라고 난리치는 대열에 합류할까봐 두렵습니다..

는 개뿔 지금도 나는 연참을 외친다",나 혼자만 레벨업 227화,17.08.20,8,1
평범,근데 먹히고 이용당한다는거는 진우 그림자 능력아님? 그래서 진우가 재앙인거고 혹시모름 게임처럼 시스템등등 이있으니까 죽어도 다시 살아날지고,나 혼자만 레벨업 68화,17.08.20,8,댓글 달기
꽃다발,여러분 나중에 다 살아납니다. 애덤도 고 협회장도.  그럴거라고 전 믿습니다. 작가가 막장 작가는 아니더라구요,나 혼자만 레벨업 236화,17.08.14,8,1
soyeon,왠지 여동생이 묻지마 살인범한테 당하고 있을때 오빠가 나타나서 물리칠듯!!,나 혼자만 레벨업 43화,17.08.13,8,댓글 달기
"젉기요,",으으 저 아버지 너무 역겹다,나 혼자만 레벨업 57화,17.08.12,8,5
Y시진,"새벽...고딩....진호가 상상한건 이겁니다
라면먹고갈래",나 혼자만 레벨업 65화,17.08.02,8,댓글 달기
므녜키,그래도 렙업은 계속 할꺼잖아?,나 혼자만 레벨업 42화,17.08.01,8,댓글 달기
케일교럽티카에어리수플레노을일몽,앜ㅋㅋㅋ 쥔공(주인공) 먼치킨ㅋㅋㅋㅋㅋㅋㅋㅋ,나 혼자만 레벨업 52화,17.08.01,8,댓글 달기
Ra,그림자 추출에 마나가 필요하지 않다니.. 얼마나 더 사기캐로 만드시는 겁니까 ㅋㅋㅋㅋ,나 혼자만 레벨업 52화,17.07.31,8,1
민늉기내남편,추공님의 소설덕에 진로를 결정했어요! 저는! 소설가가 될거에요!(미리 앱소설에 연재하러 가야지...카카오는 방법도 모르고 어른도 아니다),나 혼자만 레벨업 81화,17.07.24,8,3
13579,오 역시 진우아빠인듯,나 혼자만 레벨업 221화,17.07.23,8,댓글 달기
라그,"작가님, 하렘은 괜찮은데 미성년자는 안 됩니다.",나 혼자만 레벨업 65화,17.07.23,8,댓글 달기
심심한모래시계,"진우:너는 옥상으로 따라와라

잠시 뒤 옥상

파멸의군주:옥상에는 왜 오라고 한거지?
진우:나 사실...너를 좋아해!
파멸의군주:....?!?!",나 혼자만 레벨업 240화,17.07.22,8,2
구찌,이번에 새로만든부하 이름합치면 나가지마,나 혼자만 레벨업 152화,17.07.22,8,댓글 달기
민늉기내남편,"으으...♡♡ 작가님이 내 댓에 좋아요도 누르고 댓도 달아주셨어... 심장...심장이...멈췄엉... 크윽 심지어 ""작가님 많이 지르면 연참해주세여?"" 이런거에도 좋아요를 !!!!! 이때까지 만나본 자까님 중 가장 친절해욧!!!(심쿵쿵쿵쿵))",나 혼자만 레벨업 66화,17.07.21,8,1
로드롤러,"매번 이상하게 느꼈는데 단검보다 주먹이 더 쌔지 않음...?
단검은 안박혀도 주먹은 잘만 박히네",나 혼자만 레벨업 191화,17.07.17,8,댓글 달기
사라진바람,아니 젊음이 어떻게 좋아야 체육관이 쿠구궁 거리는데 넘어갑니깤ㅋㅋ 협회장님 너무한거 아니오!!ㅋㅋㅋ,나 혼자만 레벨업 134화,17.07.17,8,댓글 달기
뀨잇,여기 댓달면 작가님이 댓달아주세요?? 그럼 댓 맘껏 남길래요 작가님 사랑해요♡♡,나 혼자만 레벨업 10화,17.07.16,8,3
뭐래,"왠지 백호길드 길드장한테 주인공이 그림자 붙여놓은 것 같네 차 뭐더라 아무튼 여자헌터가 주인공 만나고 왔냐고 물어보는거 보니... 악취에 섞여서 왠지 좋은 냄새가 났겠지 ㅋㅋ
흐름상 주인공이 도와줘야하는데 그림자교환말고 날아가는건 현실적이지도 않고",나 혼자만 레벨업 115화,17.07.16,8,댓글 달기
존스미스,"오크가 그분이라고 하는 걸 보니 아버지가 막는다는게 주인공이 아닌가 싶기도 하군요
어쩐지 점점 또라이로 변해가더라",나 혼자만 레벨업 90화,17.07.15,8,댓글 달기
마르스,불기둥이 굵어진다니 부럽네그려 허허허허,나 혼자만 레벨업 121화,17.07.14,8,댓글 달기
ㅇㅅ,김철 눈치도 없어 ㅋㅋㅋㅋ 지금 진우가 백귀랑 싸우고 있는데 도와줄 생각안하고 바로 뒤통수 ㅋㅋㅋㅋㅋ 대단하다진짜,나 혼자만 레벨업 63화,17.07.14,8,댓글 달기
siwncjwkd,추공아 추공아~ 연재를 내놓아라 그렇지 않으면 구워머그리~,나 혼자만 레벨업 235화,17.07.13,8,댓글 달기
작은달,지배자와 군주 뒷통수까고 인간편을 든 그림자 군주인 성진우를 위해 끝까지 지켜낸 로브는 왠지 아버지일거 같네요.,나 혼자만 레벨업 221화,17.07.11,8,댓글 달기
크로이,저는 완결할때까지 1년이 걸리거라고 믿겠습니다,나 혼자만 레벨업 233화,17.07.10,8,1
후공죽고남은그림자,"""짜잔!""
추공 본인이 손수 연참한 소설을 카카오페이지에 놓자 독자들이 환한 얼굴이 됐다. 
""와! 재밌겠다.""
반면 후공은 그렇지 않아도 바쁜 추공에게 연참까지 맡기게 돼 미안한 표정이었다. 
""후공이 해줘도 되는데...""
추공이 웃으며 말했다. 
""그동안 갈고 닦았던 솜씨를 한 번 보여드리고 싶었어요.""
후공을 겨우 설득해 만든 추공의 든든한 연참이였다",나 혼자만 레벨업 231화,17.06.29,8,1
허봉슌,딱봐도 어머니 멕여드렷던 약드리는거규먼,나 혼자만 레벨업 121화,17.06.23,8,1
¿표믕롬,여기서 끊으면 뭐 죽으라는건가,나 혼자만 레벨업 189화,17.06.20,8,댓글 달기
민규,두개의심장 박지성,나 혼자만 레벨업 160화,17.06.17,8,댓글 달기
난나다나,"아 정말 그대로 영화로 만들어서 보고 싶다ㅋㅋㅋㅋㅋ
마블같은 히어로물로ㅋㅋㅋㅋ
여기가까지 1부가 되겠죠?ㅋㅋㅋㅋ",나 혼자만 레벨업 224화,17.06.15,8,1
히노,"아니 매번 캐가 나올때마다 죽습니까..
전부 엑스트라입니까..너무 슬프네요",나 혼자만 레벨업 214화,17.06.15,8,댓글 달기
향기없는민트,"여러분 추공님을 납치해서 만두만 먹이겠다고 하지마요
몸에좋은 보약을 먹여서 연참을 시켜야 아파서 쓰러지지 않죠ㅋㅋㅋ",나 혼자만 레벨업 223화,17.06.13,8,1
서상,포션있음..엄마치료해야지...한번을 안 찾아가네,나 혼자만 레벨업 69화,17.06.11,8,댓글 달기
5000캐시,캐시부족한사람 손!,나 혼자만 레벨업 42화,17.06.10,8,3
사념,나혼렙은 연재가 아닌 완결소설로 한방에 올라왔어야 했다. 기다리다 암걸리겠다,나 혼자만 레벨업 220화,17.06.07,8,댓글 달기
하늘,소설인걸 알아도....짜증나네ㅂㄷㅂㄷ,나 혼자만 레벨업 103화,17.06.06,8,1
강현구,주인공때매 보기싫다,나 혼자만 레벨업 168화,17.06.03,8,1
임대장,"작가님 너무 불쌍해 ㅜ
댓글에 내가 진짜임 이라고 적었어 ㅜ ㅜ
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",나 혼자만 레벨업 219화,17.06.02,8,댓글 달기
심성보,추공님 저 생일인데 축하하면 좋아요 눌러 주세요ㅎㅎ 다른분들도ㅎ,나 혼자만 레벨업 219화,17.06.02,8,6
an,갑자기 든 생각인데 주인공 아버지가 전 그림자 군주이고 어떤 계기로 인하여 다른 왕들을 배신하고 어머니를 만나서 인간을 알게되서 레이드서 인간을 살리고 레이드에 봉인됐다가 미국서 풀려난게 아닐까 생각해봄,나 혼자만 레벨업 178화,17.06.02,8,1
댓글알바,진격의 거인이네,나 혼자만 레벨업 155화,17.05.27,8,댓글 달기
냐냐,일본헌터한테 그림자추출왜안해ㅜㅜ,나 혼자만 레벨업 124화,17.05.25,8,4
카에데P6호,여러분 우리는 나혼렙 독자입니다.겨우 이정도로 인내심이 흔들린다면 반성하십시오,나 혼자만 레벨업 214화,17.05.24,8,2
