번호,작성자,작성일,댓글,회차,좋아요,대댓글수
3911,1020choi44,21.04.22,주윤문!  아미타불! 이제  곧  절대고자신공의  완성이  코앞이다  누가  나를  막을것인가  무량수불!  20년을  연마해  드리어  10성에  도달했군  이제  3초의  시간만  줄일수있다면  12성 대성을  하고  나는  절대고자가  될것이다,절륜환관 168화,좋아요,댓글 달기
3912,츄바카,21.04.22,출사표 무협지서 처음 본거 같네,절륜환관 151화,좋아요,댓글 달기
3913,Whhck,21.04.21,연!참!,절륜환관 168화,좋아요,댓글 달기
3914,전독시_김독자,21.04.20,뭐만 하면 역모고 역심이라니 ㅎㅎ,절륜환관 142화,좋아요,댓글 달기
3915,궁스스,21.04.20,사이다 가즈아,절륜환관 167화,좋아요,댓글 달기
3916,잠퉁이,21.04.20,"깔끔하게 쭉 진도 나가는구먼..
이번 해남 사건이 수천계 사건의 중요 지표였던듯..",절륜환관 167화,좋아요,댓글 달기
3917,정승연,21.04.20,더이상 바랄것이없습니다 ㅋㅎㅎ,절륜환관 165화,좋아요,댓글 달기
3918,해보미,21.04.20,이번에 수천계에서 심은 첩자가 제강?,절륜환관 125화,좋아요,댓글 달기
3919,궁스스,21.04.20,"작가님!! 건강 챙기시고 화이팅! ^^;
담편에선 진명의 ""오호홍홍"" 들을수 있기를...",절륜환관 166화,좋아요,댓글 달기
3920,오아,21.04.19,뒷배가 성모궁이면서 쥔공이 고자가되어 환관이 되는것을 방관햇어? 웃기시네 ㅡㅡ,절륜환관 7화,좋아요,댓글 달기
3921,킴지우,21.04.18,이정도면빠른건데ㅋㅋ얼마나빠른걸원하는거지,절륜환관 161화,좋아요,댓글 달기
3922,심숭,21.04.18,진짜 첫작을 이렇게 쓰다니 믿기지가 않네,절륜환관 151화,좋아요,댓글 달기
3923,신동혁(턴턴,21.04.18,재미지다,절륜환관 165화,좋아요,댓글 달기
3924,구름빵,21.04.17,진무?,절륜환관 165화,좋아요,댓글 달기
3925,개념원리,21.04.17,1등,절륜환관 165화,좋아요,댓글 달기
3926,하늘위푸른바다,21.04.16,내가 니 남편이다.,절륜환관 150화,좋아요,댓글 달기
3927,우힉,21.04.15,,절륜환관 164화,좋아요,댓글 달기
3928,연록흔好,21.04.15,"흑흑흐ㅡㅡㅡㅡ으흑흑
아니 이케 사실적으로  글을쓰심  반칙입니다",절륜환관 151화,좋아요,댓글 달기
3929,연록흔好,21.04.15,몬데?,절륜환관 137화,좋아요,댓글 달기
3930,연록흔好,21.04.15,아호 구호가 ㅈ아주기똥찹니다 그려,절륜환관 130화,좋아요,댓글 달기
3931,연록흔好,21.04.15,"동시시작과  끝을 맺는 구호가 압권
환관들의 결속과  단결.눈치는 100단",절륜환관 121화,좋아요,댓글 달기
3932,Fortyone_rpm,21.04.15,"이야기가 점점 루즈해지면서 지루해져갑니다
정말 재밌게 읽고 있었는데 .....
점점 재미가 없습니다 ㅠㅠ",절륜환관,좋아요,댓글 달기
3933,연록흔好,21.04.14,수상비대  수상비! .?,절륜환관 113화,좋아요,댓글 달기
3934,푸킵푸킵,21.04.14,ㅜㅜ 왜 전투씬인데 끼요옷이 안나오죠..?,절륜환관 163화,좋아요,댓글 달기
3935,궁스스,21.04.14,산 넘어 산이네 에휴,절륜환관 163화,좋아요,댓글 달기
3936,연록흔好,21.04.14,"봄은 이미  ㅂ
매화가지위에 한껏 와 있다
오늘은  꽃샘  취위가 기승을 부리더라!",절륜환관 111화,좋아요,댓글 달기
3937,돌팔이의사,21.04.14,지리네,절륜환관 163화,좋아요,댓글 달기
3938,가을boy,21.04.14,연재가 너무 늦다..  기다리다 목 빠지겠어요.,절륜환관,좋아요,댓글 달기
3939,잠퉁이,21.04.14,카카오 1화당 21페이지 소설보면 머리 어질 어질할듯..ㅋ,절륜환관 161화,좋아요,댓글 달기
3940,궁스스,21.04.13,잉???,절륜환관 162화,좋아요,댓글 달기
3941,햇볕한줌,21.04.13,"작가님

없어요~

자꾸 따지지 말아요 ㅋㅋㅋ",절륜환관 148화,좋아요,댓글 달기
3942,장성인,21.04.12,첨엔 재미있게 진행하더니  갈수록 매일 매일  질질끈다 쩐이 아깝다,절륜환관 161화,좋아요,댓글 달기
3943,장성인,21.04.12,진짜 너무너무 너무너무  질질끈다 분량늘이려나,절륜환관 161화,좋아요,댓글 달기
3944,해보미,21.04.12,요실금이라니.,절륜환관 58화,좋아요,댓글 달기
3945,코르데리아,21.04.12,하여튼 송전 그놈이 문제구만ㆍㅇㆍ 강에 빠져도 입만 동동 뜰 놈일세!,절륜환관 160화,좋아요,댓글 달기
3946,햇볕한줌,21.04.12,"햐...  이 필력 어쩔.

제목이 한스럽다

환관만 안들어 갔어도...",절륜환관 117화,좋아요,댓글 달기
3947,얼그레이밀크티,21.04.11,아 일단 인두로 지지다보면 창선검문이 해남이 된다니깐 그러네 못 믿겠으면 지져보세요. 동창 조옥에 들어가면 토끼도 살인자로 만들수 있음. 암튼 그래,절륜환관 160화,좋아요,댓글 달기
3948,삼겹살김치볶음밥,21.04.11,간만에 중국대체역사물에서 무협으로 돌아왓군,절륜환관 160화,좋아요,댓글 달기
3949,엘멜로이,21.04.10,간판 여러개 만들어서 어용문파로 써먹든가 하는 거짓말은 하지 않았다 전략 같은데... 어찌 되었든 ‘해남파’는 움직이지 않았다는 거니까요. 근데 글쎄요... 그 전에 환관들한테 당하면서 교훈 못 얻었을까요? 저렇게 뻗댈수록 더 덤벼드는 인종들인데?,절륜환관 160화,좋아요,댓글 달기
3950,호에에에에,21.04.10,아무리 생각해도 겁나 재밌단 말이지,절륜환관 159화,좋아요,댓글 달기
3951,풍암,21.04.09,내일은 작가님 쉬신다는데 편히 쉬시고 일요일은 연참부탁드려요,절륜환관 159화,좋아요,댓글 달기
3952,울진형님,21.04.09,보기 힘든 수작이로고~~~,절륜환관 111화,좋아요,댓글 달기
3953,주남,21.04.09,누님 ㄷㄷㄷㅈ,절륜환관 158화,좋아요,댓글 달기
3954,코르데리아,21.04.09,으아~~~오늘하루의 피로가 날아가는기분ㅎㅎㅎ하루일과후 침대누워서 뒹굴뒹굴 연재소설읽는게 참 신선놀음이구만요ㆍㅇㆍ,절륜환관 158화,좋아요,댓글 달기
3955,병수,21.04.08,누이,절륜환관 158화,좋아요,댓글 달기
3956,그늬,21.04.08,끼요 옷!,절륜환관 131화,좋아요,댓글 달기
3957,열랩,21.04.07,요즘 자면서도 나도모르게 고자고자~~ 하는대... 큰일입니다..,절륜환관 57화,좋아요,댓글 달기
3958,늘푸르른남자,21.04.07,아 끊어졌네,절륜환관 156화,좋아요,댓글 달기
3959,에티우83,21.04.07,앜!!!!!!  기다리다가 봤는데 없어 다음편이!!!!!,절륜환관 156화,좋아요,댓글 달기
3960,엘테미아,21.04.07,계속 두개씩~~~^^,절륜환관 156화,좋아요,댓글 달기
3961,mk,21.04.07,"휴재하셔도 다음날 연참 해주시네.
작가님 덕분에 10시가 기다려짐.",절륜환관 156화,좋아요,댓글 달기
3962,코르데리아,21.04.06,"크읔 내일 또 기다리겠습니다ㆍㅇㆍ
장진명이~~~",절륜환관 156화,좋아요,댓글 달기
3963,최고수,21.04.06,"워 ~머
패기 장난아니게 .....
아니면 엄청 돈 많은 것들 놀 때 마냥..
문 닫아라!?!?",절륜환관 81화,좋아요,댓글 달기
3964,이현우,21.04.06,좋은하루,절륜환관 154화,좋아요,댓글 달기
3965,햇볕한줌,21.04.05,하!,절륜환관 97화,좋아요,댓글 달기
3966,삼겹살김치볶음밥,21.04.05,중국 대체역사물,절륜환관 154화,좋아요,1
3967,임광재,21.04.05,연참 부탁드려요,절륜환관 154화,좋아요,댓글 달기
3968,필달불굴,21.04.04,"손꼽을 만한 작품...
보기드문 소재도 그렇고
이 글을 읽다보니 운이 좋은 거네요...",절륜환관 54화,좋아요,댓글 달기
3969,유정,21.04.03,실제로 엉엉 울었습니다 천륜이 사무쳐서..,절륜환관 151화,좋아요,댓글 달기
3970,푸킵푸킵,21.04.03,끼요옷타임!!!!!,절륜환관 153화,좋아요,댓글 달기
3971,삼겹살김치볶음밥,21.04.03,이거 암만봐도 중국 대체역사물인거같네 무협이 맞나ㅋㅋ 중국 정치활극,절륜환관 153화,좋아요,댓글 달기
3972,소울가드,21.04.02,문득 드라마로 나와도 재밌겠단 생각이드네요 원래 그쪽 실력자이신건가요?,절륜환관 151화,좋아요,댓글 달기
3973,1214,21.04.01,으 연참...,절륜환관 152화,좋아요,댓글 달기
3974,엘멜로이,21.04.01,"설령 추궁이 들어온다고 한들, 이게 다 성문정 때문이다라고 발뺌하면서 대마불사 논리로 뻐팅겼겠죠. 광동진가에게 힘을 뺏겼다고 하지만 이대로 해남을 버릴 경우 왜구 방비를 제대로 할 수 있겠냐는 식으로 말이죠. 주인공에게 털려서 처벌받게 되었을때 단서철권 써먹어서 황태자에게 제대로 찍혔던 전적 생각하면 충분히 저럴 수 있다는게 참...",절륜환관 152화,좋아요,댓글 달기
3975,엘멜로이,21.04.01,"성문정 자체가 정고의 일 이전부터 해남 내부 기득권에겐 좋게 보이지 않았을거고, 정고의 일로 인해 아마 제대로 찍혔을 상황이었죠. 딱봐도 정고에게 했던 것처럼 누명 씌우고 도주하게 만들고, 이걸 추적한다는 핑계로 봉문을 깨서 수천계의 지시에 따라 제갈가의 차도살인을 지원한다는 식으로 유도가 가능했을거라고 봅니다.",절륜환관 152화,좋아요,댓글 달기
3976,우힉,21.04.01,끌끌끌,절륜환관 152화,좋아요,댓글 달기
3977,삼겹살김치볶음밥,21.04.01,제발 영약먹고 고자 탈출좀 하자...,절륜환관 150화,좋아요,댓글 달기
3978,Merlin,21.04.01,수천계 ㄱㅅ...,절륜환관 151화,좋아요,댓글 달기
3979,서지훈,21.04.01,"죽기전에  가족상봉정도는 괴안차나~
거~~  죽기딱 좋은 장소야",절륜환관 151화,좋아요,댓글 달기
3980,정승연,21.04.01,기가막히내  퀄리티가  장난아님,절륜환관 151화,좋아요,댓글 달기
3981,우힉,21.03.31,유유,절륜환관 151화,좋아요,댓글 달기
3982,푸킵푸킵,21.03.31,끼요옷타임 얼마 안남앗겟죠?,절륜환관 151화,좋아요,댓글 달기
3983,mk,21.03.30,"황궁이 복마전이여.
권력을 가진 자는 끊임없이 의심하며
자리를 지키려고 하니..
잘못하면 흔하디 흔한 역모로 끝나는건데
혼인으로 반전을 줘서 참신하네",절륜환관 150화,좋아요,댓글 달기
3984,박정출,21.03.30,"와이라노.. 영감.. 눈치챘나..
아이고..",절륜환관 149화,좋아요,댓글 달기
3985,호랑가시나무,21.03.30,"솔까 영락제로서는 잡아놔야지,저 절륜 환관 어디로 튈줄알고,역시 정치는 더러운거여,진명아 근디 이뿌니는 좋잖아..ㅋㅋ",절륜환관 150화,좋아요,댓글 달기
3986,엘멜로이,21.03.30,"제로 베이스는 아니죠. 유능한 후계들이 있다면 미래에는 다시 그 권세가 원상복구 될겁니다. 무림으로 복귀할 성모궁 입장에선 정계와 상계 인맥은 있어도 무림쪽 인맥은 없는 상황인데, 5대 세가로 꼽히는 제갈가라면 평상시 같으면 연줄을 잇기도 힘들죠. 황궁을 나온 이후를 생각하면 이 결혼 자체는 상당히 좋은 결혼이긴 할겁니다.",절륜환관 150화,좋아요,댓글 달기
3987,엘멜로이,21.03.30,"없다고 하면서 적당한 시점에 빤스런 카드 만지작 거리는 주인공인데 영락제의 저 수는 큰 효과는 없죠. 정치적으로만 보면 주인공에게 약점을 만드는 수겠지만, 어차피 최종적으로 황궁을 나올 생각인 주인공과 성모궁으로서 복귀할 유월루 입장에선 괜찮은 결혼이기도 합니다. 역모 사건에 휘말려 세가 상당히 꺾일 제갈가문이지만 부자는 망해도 3년은 간다고 그 기반이",절륜환관 150화,좋아요,1
3988,푸킵푸킵,21.03.30,끼요옷,절륜환관 150화,좋아요,댓글 달기
3989,엘멜로이,21.03.30,의심병 말기인 영락제니까 솔까 이런 조치를 취하는게 당연하겠지만... 애초에 주인공이 회귀 후에 굳이 황궁으로 다시 들어온 이유가 영약인 곤음설련실 얻으러 돌어왔던 거니까요. 복마전이나 다름없는 곳에서 일평생을 보냈는데 그 라이프를 또 보내라는거 자체가 ㄱㅅㄹ죠...ㅎ 목적달성만 하면 영약 먹고 무공 대성해서 환골탈태해 남성을 되찾았으니 더이상 환관 자격,절륜환관 150화,좋아요,댓글 달기
3990,엘멜로이,21.03.30,채어가기까지 했네요... 진짜로 환장의 콜라보랄까...,절륜환관 149화,좋아요,댓글 달기
3991,킴소유,21.03.29,ㅋㅋㅋ,절륜환관 149화,좋아요,댓글 달기
3992,코르데리아,21.03.29,연참이다ㅠㅡㅠ,절륜환관 147화,좋아요,댓글 달기
3993,푸킵푸킵,21.03.29,끼요옷타임 보고싶당 별점은 십점 드릴게여,절륜환관 149화,좋아요,댓글 달기
3994,정승연,21.03.29,굿 너무조아요,절륜환관 147화,좋아요,댓글 달기
3995,임광재,21.03.29,작가님! 고생하셨네요. 연참 잘 보고 갑니다,절륜환관 148화,좋아요,댓글 달기
3996,잠퉁이,21.03.29,늦는다 투덜거렸는데 연참이라니..^^,절륜환관 148화,좋아요,댓글 달기
3997,04,21.03.28,끄으 한 장만 더..,절륜환관 148화,좋아요,댓글 달기
3998,04,21.03.28,작가님 이러시면.. 하 10점,절륜환관 147화,좋아요,댓글 달기
3999,하핫,21.03.26,ㅠㅠ,절륜환관 146화,좋아요,댓글 달기
4000,형진,21.03.26,포청천이냐 역전재판이냐,절륜환관 145화,좋아요,댓글 달기
4001,혼의이야기,21.03.25,홀,절륜환관 145화,좋아요,댓글 달기
4002,시이져,21.03.25,무협소설인데  언재부턴가 무협은 없고 소설만 남았음..,절륜환관 144화,좋아요,댓글 달기
4003,🔥타는돌,21.03.25,"우쥬 라이크 썸띵 간고추?

멋진 메인 정찬 후에, 뒤져트로 고추가루 한사발?",절륜환관 144화,좋아요,댓글 달기
4004,청풍,21.03.25,역적인걸 증명하는걸로 도대체 몇 화를 끄는건지...,절륜환관 144화,좋아요,댓글 달기
4005,호랑가시나무,21.03.24,내일을 기다립니다.조바심이 나는군요.,절륜환관 143화,좋아요,댓글 달기
4006,셀세타,21.03.24,연참이면 한시간 지연쯤 모른척이되는 마음이란,절륜환관 144화,좋아요,댓글 달기
4007,ㅎㅇ,21.03.23,재미있다,절륜환관,좋아요,댓글 달기
4008,Qoeprod,21.03.23,41쪽에 승무랑 일장로 오타같네요,절륜환관 141화,좋아요,댓글 달기
4009,Qoeprod,21.03.23,승주 일장로아닌가요,절륜환관 141화,좋아요,댓글 달기
4010,🔥타는돌,21.03.23,"아오.~~

일 주일을 무져 놨엇는데, 하루 아니 삼일만 더 무져 놨엇더라면 약빨 올랐...

에효 ~.",절륜환관 141화,좋아요,댓글 달기
4011,그늬,21.03.22,끼요옷!,절륜환관 124화,좋아요,댓글 달기
4012,초천재,21.03.22,그런데 진명... 아침엔 어떻게 안들키나요...,절륜환관 140화,좋아요,1
4013,박정출,21.03.22,"후실파라니.. 정실보다 똑독한 ...
본래 기득권의 몽니...",절륜환관 140화,좋아요,댓글 달기
4014,날아보자,21.03.21,2,절륜환관 140화,좋아요,댓글 달기
4015,신동혁(턴턴,21.03.21,1,절륜환관 140화,좋아요,댓글 달기
4016,늘푸르른남자,21.03.21,제국이 대국은 대국이라 저리 죽어나가도 자리를 메꿀 인재를 뽑아내는군요 대단합니다,절륜환관 134화,좋아요,댓글 달기
4017,상혁,21.03.21,20일거는 없는건가요....? 공지도 없는거같던데,절륜환관,좋아요,댓글 달기
4018,혼의이야기,21.03.20,솔직히 분량이 이미 연참급이라 참...,절륜환관 139화,좋아요,댓글 달기
4019,fldjs,21.03.19,연참안하면 카카페에 불지름,절륜환관 139화,좋아요,댓글 달기
4020,IJ,21.03.19,연참좀해주세요,절륜환관 139화,좋아요,댓글 달기
4021,전기석,21.03.19,"글빨 죽음이다.
지겹지가 않네.",절륜환관 94화,좋아요,댓글 달기
4022,선생,21.03.19,"뭐!! 뭐~어~~.
진명 그가 본것은- - - - - - 다  음  편 이란 글자였다.",절륜환관 137화,좋아요,댓글 달기
4023,선생,21.03.19,장진명 참으로 입속의 혀같은 NO고자 놈이로다.잘난놈,절륜환관 136화,좋아요,댓글 달기
4024,선생,21.03.19,"숨죽이고 빠져서 봤네. 희대의 사기극
고자인듯 고자같은 고자아닌 장진명 의 외줄타기
앞으로가 더욱 더 기대됩니다",절륜환관 135화,좋아요,댓글 달기
4025,선생,21.03.19,"안타깝다.  그러나 어느 일정부분 자업자득 일수도
힘내라!! 고자들이여 #천하내신 빼고",절륜환관 134화,좋아요,댓글 달기
4026,여리,21.03.18,다시금 주인공의 대찬 계획의 시작이군요ㅎ 작가님 연참이 필요합니다,절륜환관 138화,좋아요,댓글 달기
4027,큰빡새,21.03.18,"기다무도 아니고~ 완결도 아니고~
재미없는것도 아니고~좀 더있다가 와야것넹~~~",절륜환관,좋아요,댓글 달기
4028,정두한,21.03.18,1.?,절륜환관 138화,좋아요,댓글 달기
